,NAME,LINE,Longitude,Latitude,FIPS
1228,46th St & Broadway at SW corner,M-R,-73.914407,40.756624,3.61E+14
1229,48th St & Broadway at SE corner,M-R,-73.912642,40.755813,3.61E+14
1230,Steinway St & 34th Ave at SW corner,M-R,-73.921108,40.756583,3.61E+14
1231,Steinway St & 34th Ave at NE corner,M-R,-73.920622,40.756673,3.61E+14
1232,34th St & Northern Blvd at SW corner,M-R,-73.930585,40.751868,3.61E+14
1233,36th St & Northern Blvd at NE corner,M-R,-73.927662,40.752238,3.61E+14
1234,36th St & Northern Blvd at SE corner,M-R,-73.927141,40.75193,3.61E+14
1235,Northern Blvd & 41st Ave at SE corner,E-M-R,-73.936094,40.749577,3.61E+14
1236,Northern Blvd & 41st Ave at NW corner,E-M-R,-73.936198,40.749857,3.61E+14
1237,23rd St & 44th Ave at NE corner (exit only),E-G-M-7,-73.944626,40.747706,3.61E+14
1238,Lexington Ave & 52nd St at NE corner,E-M-6,-73.971098,40.757784,3.61E+14
1239,Lexington Avenue & 52nd Street at NE corner,E-M-6,-73.971141,40.757804,3.61E+14
1240,Madison Ave & 53rd St at NE corner,E-M,-73.973858,40.759721,3.61E+14
1241,Madison Ave & 53rd St at SE corner,E-M,-73.974068,40.759556,3.61E+14
1242,Broadway & 53rd St at SE corner,B-D-E,-73.982666,40.763141,3.61E+14
1243,Broadway & 53rd St at NE corner,B-D-E,-73.982495,40.763388,3.61E+14
1244,153rd St & Archer Ave at NE corner,E-J-Z,-73.801859,40.702234,3.61E+14
1245,153rd St & Archer Ave at SW corner,E-J-Z,-73.801747,40.701874,3.61E+14
1246,158th St & Archer Ave at SW corner,E-J-Z,-73.802478,40.70164,3.61E+14
1247,Manhattan Ave & India St at SE corner,G,-73.954379,40.732258,3.60E+14
1248,Manhattan Ave & India St at SW corner,G,-73.954784,40.732216,3.60E+14
1249,Manhattan Ave & Norman Ave at NW corner,G,-73.951974,40.725446,3.60E+14
1250,Manhattan Ave & Norman Ave at NE corner,G,-73.951603,40.725573,3.60E+14
1251,Union Ave & Metropolitan Ave at NE corner,G-L,-73.951768,40.713747,3.60E+14
1252,Union Ave & Metropolitan Ave at SE corner,G-L,-73.951455,40.713744,3.60E+14
1253,Union Ave & Flushing Ave at NE corner,G,-73.949895,40.699985,3.60E+14
1254,Marcy Ave & Myrtle Ave at NE corner,G,-73.94896,40.6955,3.60E+14
1255,Bedford Ave & Lafayette Ave at NE corner,G,-73.954998,40.689543,3.60E+14
1256,Bedford Ave & Lafayette Ave at SE corner,G,-73.954957,40.689367,3.60E+14
1257,Bedford Ave & Lafayette Ave at NW corner,G,-73.955353,40.6895,3.60E+14
1258,Bedford Ave & Lafayette Ave at SW corner,G,-73.955318,40.68933,3.60E+14
1259,Broadway & 238th St at NE corner (exit only),1,-73.900598,40.884868,3.60E+14
1260,Broadway & 231st St at SE corner,1,-73.904821,40.878694,3.60E+14
1261,Broadway & 231st St at NE corner,1,-73.904538,40.879091,3.60E+14
1262,Broadway & 225th St at SE corner,1,-73.909795,40.874308,3.61E+14
1263,10th Ave & 215th St at SE corner,1,-73.915216,40.869315,3.61E+14
1264,10th Ave & 207th St at SE corner,1,-73.918951,40.86423,3.61E+14
1265,Broadway & 168th St at SW corner,A-C-1,-73.940209,40.840859,3.61E+14
1266,,A-C-1,-73.940083,40.841024,3.61E+14
1267,Broadway & 157th St at SE corner,1,-73.94462,40.83386,3.61E+14
1268,Broadway & 157th St at SE corner,1,-73.944753,40.833832,3.61E+14
1269,Broadway & 145th St at SW corner,1,-73.950392,40.826199,3.61E+14
1270,Broadway & 145th St at NW corner,1,-73.950162,40.826513,3.61E+14
1271,Broadway & 137th St at NE corner,1,-73.953856,40.821454,3.61E+14
1272,Broadway & 137th St at NE corner,1,-73.953906,40.821391,3.61E+14
1273,Broadway & 115th St at SE corner (exit only),1,-73.964013,40.807535,3.61E+14
1274,Broadway & Cathedral Pkwy at SE corner,1,-73.966647,40.803926,3.61E+14
1275,Broadway & Cathedral Pkwy at NE corner,1,-73.966422,40.804257,3.61E+14
1276,Broadway & 95th St at N corner,1/2/2003,-73.972042,40.794329,3.61E+14
1277,Broadway & 86th St at SE corner,1,-73.976288,40.788073,3.61E+14
1278,Broadway & 86th St at NE corner,1,-73.976083,40.788272,3.61E+14
1279,Broadway & 79th St at SE corner,1,-73.97991,40.78362,3.61E+14
1280,Broadway & 79th St at NE corner,1,-73.979662,40.783985,3.61E+14
1281,Broadway & 72nd St at SE corner,1/2/2003,-73.981923,40.778585,3.61E+14
1282,Broadway & 66th St at SE corner,1,-73.982006,40.773536,3.61E+14
1283,Broadway & 66th St at SE corner,1,-73.982004,40.773457,3.61E+14
1284,Broadway & 66th St at SE corner,1,-73.982015,40.773682,3.61E+14
1285,Broadway & 60th St at SW corner,A-B-C-D-1,-73.982106,40.768777,3.61E+14
1286,Columbus Circle & 59th St at SE corner,A-B-C-D-1,-73.9824,40.769227,3.61E+14
1287,Columbus Circle & 59th St at SE corner,A-B-C-D-1,-73.982392,40.769365,3.61E+14
1288,Broadway & 50th St at SW corner,1,-73.98437,40.761432,3.61E+14
1289,Broadway & 50th St at NW corner,1,-73.984154,40.761561,3.61E+14
1290,7th Ave & 40th St at SW corner,A-C-E-N-Q-R-S-1-2-3-7,-73.988067,40.754691,3.61E+14
1291,7th Ave & 40th St at SE corner,A-C-E-N-Q-R-S-1-2-3-7,-73.987827,40.754568,3.61E+14
1292,7th Ave & 41st St at NW corner,A-C-E-N-Q-R-S-1-2-3-7,-73.987679,40.755554,3.61E+14
1293,Broadway & 42nd St at SE corner,A-C-E-N-Q-R-S-1-2-3-7,-73.986311,40.755575,3.61E+14
1294,7th Ave & 32nd St at NE corner,1/2/2003,-73.99113,40.749656,3.61E+14
1295,7th Ave & 33rd St at SE corner,1/2/2003,-73.99082,40.750077,3.61E+14
1296,7th Ave & 33rd St at NE corner,1/2/2003,-73.99065,40.750283,3.61E+14
1297,7th Ave & 33rd St at NE corner,1/2/2003,-73.990854,40.750313,3.61E+14
1298,7th Ave & 33rd St at NW corner,1/2/2003,-73.991254,40.750476,3.61E+14
1299,7th Ave & 34th St at SW corner,1/2/2003,-73.990899,40.750982,3.61E+14
1300,7th Ave & 34th St at NW corner,1/2/2003,-73.990791,40.751187,3.61E+14
1301,7th Ave & 28th St at SW corner,1,-73.993611,40.747264,3.61E+14
1302,7th Ave & 28th St at NW corner,1,-73.99351,40.747392,3.61E+14
1303,7th Ave & 27th St at NW corner (exit only),1,-73.993955,40.746787,3.61E+14
1304,7th Ave & 27th St at NE corner (exit only),1,-73.993555,40.746594,3.61E+14
1305,7th Ave & 23rd St at SW corner,1,-73.995901,40.744017,3.61E+14
1306,7th Ave & 23rd St at NW corner,1,-73.995811,40.744313,3.61E+14
1307,7th Ave & 18th St at SW corner,1,-73.998105,40.741081,3.61E+14
1308,7th Ave & 18th St at NW corner,1,-73.998035,40.741206,3.61E+14
1309,7th Ave & 18th St at NW corner (exit only),1,-73.997557,40.741783,3.61E+14
1310,7th Ave & 18th St at NE corner (exit only),1,-73.997197,40.741617,3.61E+14
1311,7th Ave & 14th St at SE corner,F-L-M-1-2-3,-73.999656,40.738358,3.61E+14
1312,7th Ave & 13th St at NW corner (exit only),F-L-M-1-2-3,-74.000329,40.738013,3.61E+14
1313,7th Ave & 12th St at NW corner,F-L-M-1-2-3,-74.000815,40.737388,3.61E+14
1314,7th Ave & 12th St at NE corner,F-L-M-1-2-3,-74.0004,40.737197,3.61E+14
1315,7th Ave & Christopher St at SW corner,1,-74.003147,40.733515,3.61E+14
1316,7th Ave & Christopher St at SW corner,1,-74.003076,40.733467,3.61E+14
1317,7th Ave & Christopher St at NW corner,1,-74.003123,40.733634,3.61E+14
1318,7th Ave & Christopher St at NW corner,1,-74.003006,40.733652,3.61E+14
1319,Varick St & King St at SE corner,1,-74.005305,40.727739,3.61E+14
1320,Varick St & King St at NE corner,1,-74.005258,40.727989,3.61E+14
1321,Varick St & King St at SW corner,1,-74.005681,40.72784,3.61E+14
1322,Varick St & King St at NW corner,1,-74.00565,40.727983,3.61E+14
1323,Varick St & Houston St at SW corner,1,-74.00554,40.728561,3.61E+14
1324,Varick St & Houston St at NW corner,1,-74.005517,40.728686,3.61E+14
1325,Canal St & Varick St at NW corner,1,-74.00662,40.722932,3.61E+14
1326,Canal St & Varick St at NW corner,1,-74.006518,40.722878,3.61E+14
1327,Varick St & North Moore St at NE corner (exit only),1,-74.00662,40.719918,3.61E+14
1328,Varick St & Franklin St at SW corner,1,-74.007121,40.718965,3.61E+14
1329,Varick St & Franklin St at NW corner,1,-74.007058,40.719251,3.61E+14
1330,Varick St & North Moore St at NW corner (exit only),1,-74.006925,40.719888,3.61E+14
1331,Greenwich St & Morris St at NW corner,1,-74.014319,40.706493,3.61E+14
1332,Greenwich St & Morris St at NE corner,1,-74.014144,40.706527,3.61E+14
1333,Greenwich St & Morris St at NE corner,1,-74.014115,40.706597,3.61E+14
1334,Greenwich St & Rector St at SW corner (exit only),1,-74.013853,40.707564,3.61E+14
1335,William St & Cedar St at NW corner,3-Feb,-74.008778,40.707431,3.61E+14
1336,William St & Wall St at SW corner,3-Feb,-74.009658,40.706385,3.61E+14
1337,William St & Wall St at SE corner,3-Feb,-74.009447,40.706272,3.61E+14
1338,William St & Pine St at SE corner,3-Feb,-74.008804,40.706755,3.61E+14
1339,Bridge St & Fulton St at NE corner,3-Feb,-73.98525,40.690931,3.60E+14
1340,Bridge St & Fulton St at NW corner,3-Feb,-73.985448,40.690972,3.60E+14
1341,Elm Pl & Fulton St at SW corner,3-Feb,-73.984248,40.690025,3.60E+14
1342,Flatbush Ave & Livingston St at NE corner,2-3-4-5,-73.980356,40.688243,3.60E+14
1343,Flatbush Ave & Livingston St at NE corner,2-3-4-5,-73.980243,40.688085,3.60E+14
1344,Flatbush Ave & Bergen St at SW corner,3-Feb,-73.975534,40.680832,3.60E+14
1345,Flatbush Ave & Bergen St at SW corner,3-Feb,-73.975241,40.680709,3.60E+14
1346,Flatbush Ave & Bergen St at NW corner,3-Feb,-73.975448,40.680951,3.60E+14
1347,Schenectady Ave & Eastern Pkwy at SE corner,4-Mar,-73.934239,40.668838,3.60E+14
1348,Schenectady Ave & Eastern Pkwy at NE corner,4-Mar,-73.934213,40.669102,3.60E+14
1349,Nostrand Ave & Parkside Ave at SW corner,5-Feb,-73.950346,40.656171,3.60E+14
1350,Nostrand Ave & Church Ave at SW corner,5-Feb,-73.949677,40.65064,3.60E+14
1351,Nostrand & Church at SW corner,5-Feb,-73.949741,40.650717,3.60E+14
1352,Nostrand Ave & Church Ave at NW corner,5-Feb,-73.949819,40.650894,3.60E+14
1353,Nostrand Ave & Church Ave at NW corner,5-Feb,-73.949714,40.650969,3.60E+14
1354,Nostrand Ave & Beverly Rd at SW corner,5-Feb,-73.949213,40.645016,3.60E+14
1355,Nostrand Ave & Newkirk Ave at SW corner,5-Feb,-73.948701,40.639883,3.60E+14
1356,Nostrand Ave & Avenue H at NE corner,5-Feb,-73.947665,40.631845,3.60E+14
1357,Nostrand Ave & Flatbush Ave at NW corner,5-Feb,-73.947929,40.63327,3.60E+14
1358,Nostrand Ave & Flatbush Ave at NW corner,5-Feb,-73.947836,40.633297,3.60E+14
1359,Hunts Point Ave & 163rd St at SW corner (exit only),6,-73.891519,40.820614,3.60E+14
1360,Southern Blvd & Longwood Ave at SE corner,6,-73.896133,40.816137,3.60E+14
1361,Southern Blvd & Longwood Ave at NE corner,6,-73.895924,40.816367,3.60E+14
1362,Southern Blvd & 149th St at SE corner,6,-73.904145,40.811887,3.60E+14
1363,Southern Blvd & 149th St at NE corner,6,-73.903869,40.812027,3.60E+14
1364,Southern Blvd & St Mary's St at SE corner,6,-73.90772,40.80803,3.60E+14
1365,Southern Blvd & St Mary's St at NE corner,6,-73.907618,40.80834,3.60E+14
1366,Cypress Ave & 138th St at SW corner,6,-73.913933,40.805171,3.60E+14
1367,Cypress Ave & 138th St at SE corner,6,-73.913524,40.805047,3.60E+14
1368,Brook Ave & 138th St at SW corner,6,-73.919448,40.807467,3.60E+14
1369,Brook Ave & 138th St at SE corner,6,-73.919219,40.807355,3.60E+14
1370,3rd Ave & 138th St at NE corner,6,-73.926655,40.810831,3.60E+14
1371,Lincoln Ave & 138th St at SE corner,6,-73.92705,40.810712,3.60E+14
1372,Lincoln Ave & 138th St at SE corner,6,-73.926883,40.810638,3.60E+14
1373,Jerome Ave & Mosholu Pkwy at SW corner,4,-73.885138,40.879503,3.60E+14
1374,Jerome Ave & Mosholu Pkwy at SE corner,4,-73.88488,40.879343,3.60E+14
1375,River Ave & 161st St at SE corner,B -D-4,-73.925842,40.827685,3.60E+14
1376,River Ave & 161st St at SW corner,B -D-4,-73.9261,40.827759,3.60E+14
1377,River Ave & 161st St at NW corner,B -D-4,-73.926,40.827942,3.60E+14
1378,River Ave & 161st St at NE corner,B -D-4,-73.925745,40.827854,3.60E+14
1379,Grand Concourse & 149th St at SW corner,2/4/2005,-73.927659,40.818259,3.60E+14
1380,Grand Concourse & 149th St at SW corner,2/4/2005,-73.927609,40.818373,3.60E+14
1381,Lexington Ave & 116th St at SE corner,6,-73.941647,40.798404,3.61E+14
1382,Lexington Ave & 116th St at NE corner,6,-73.941406,40.798742,3.61E+14
1383,Lexington Ave & 110th St at SE corner,6,-73.944319,40.794682,3.61E+14
1384,Lexington Ave & 110th St at NE corner,6,-73.944235,40.794811,3.61E+14
1385,Lexington Ave & 86th St at NE corner,4/5/2006,-73.955302,40.779661,3.61E+14
1386,Lexington Ave & 86th St at NE corner,4/5/2006,-73.955304,40.779577,3.61E+14
1387,Lexington Ave & 86th St at SE corner,4/5/2006,-73.955443,40.779284,3.61E+14
1388,Lexington Ave & 86th St at SE corner,4/5/2006,-73.955545,40.77933,3.61E+14
1389,Lexington Ave & 77th St at SE corner,6,-73.959734,40.773526,3.61E+14
1390,Lexington Ave & 77th St at NE corner,6,-73.959659,40.773631,3.61E+14
1391,Lexington Ave & 77th St at SE corner,6,-73.959659,40.773493,3.61E+14
1392,Lexington Ave & 77th St at NE corner,6,-73.959578,40.773603,3.61E+14
1393,Lexington Ave & 60th St at SE corner,N-Q-R-4-5-6,-73.967625,40.76266,3.61E+14
1394,Lexington Ave & 59th St at NW corner,N-Q-R-4-5-6,-73.968371,40.762414,3.61E+14
1395,Lexington Ave & 59th St at SW corner,N-Q-R-4-5-6,-73.968479,40.762266,3.61E+14
1396,Lexington Ave & 60th St at NE corner,N-Q-R-4-5-6,-73.967554,40.762835,3.61E+14
1397,Lexington Ave & 59th St at SE corner,N-Q-R-4-5-6,-73.968016,40.762069,3.61E+14
1398,Lexington Ave & 50th St at NW corner,E-M-6,-73.97251,40.756686,3.61E+14
1399,Lexington Ave & 51st St at SE corner,E-M-6,-73.971803,40.756999,3.61E+14
1400,Lexington Ave & 51st St at NE corner,E-M-6,-73.971721,40.757126,3.61E+14
1401,Lexington Ave & 51st St at SE corner,E-M-6,-73.971712,40.756964,3.61E+14
1402,Lexington Ave & 51st St at NE corner,E-M-6,-73.97157,40.757059,3.61E+14
1403,Park Ave & 42nd St at SE corner,GS-4-5-6-7,-73.977691,40.751741,3.61E+14
1404,Park Ave & 42nd St at SE corner,GS-4-5-6-7,-73.977753,40.751653,3.61E+14
1405,Lexington Ave & 42nd St at SW corner,GS-4-5-6-7,-73.976396,40.751352,3.61E+14
1406,Park Ave & 42nd St at SE corner,GS-4-5-6-7,-73.977382,40.751647,3.61E+14
1407,Park Ave & 32nd St at SE corner,6,-73.982198,40.745585,3.61E+14
1408,Park Ave & 32nd St at SE corner,6,-73.982103,40.745641,3.61E+14
1409,Park Ave & 33rd St at SW corner,6,-73.982147,40.746447,3.61E+14
1410,Park Ave & 33rd St at NW corner,6,-73.981882,40.746632,3.61E+14
1411,Park Ave & 32nd St at SW corner,6,-73.982531,40.745723,3.61E+14
1412,Park Ave & 32nd St at SW corner,6,-73.982576,40.745821,3.61E+14
1413,Park Ave & 28th St at NW corner,6,-73.98428,40.743484,3.61E+14
1414,Park Ave & 28th St at SW corner,6,-73.984409,40.743394,3.61E+14
1415,Park Ave & 28th St at SW corner,6,-73.984302,40.743351,3.61E+14
1416,Park Ave & 23rd St at NW corner,6,-73.986452,40.740419,3.61E+14
1417,Park Ave & 22nd St at SW corner,6,-73.987134,40.739501,3.61E+14
1418,Park Ave & 23rd St at SW corner,6,-73.986601,40.740097,3.61E+14
1419,Park Ave & 23rd St at SW corner,6,-73.986617,40.74018,3.61E+14
1420,Park Ave & 22nd St at NW corner,6,-73.98704,40.739674,3.61E+14
1421,Park Ave & 22nd St at NE corner,6,-73.986562,40.739477,3.61E+14
1422,4th Ave & 15th St at SW corner,L-N-Q-R-4-5-6,-73.989793,40.735184,3.61E+14
1423,4th Ave & 14th St at SW corner,L-N-Q-R-4-5-6,-73.990311,40.734495,3.61E+14
1424,4th Ave & 14th St at SW corner,L-N-Q-R-4-5-6,-73.990184,40.734444,3.61E+14
1425,Lafayette St & Astor Pl at NW corner,6,-73.99141,40.729968,3.61E+14
1426,Lafayette St & Bleecker St at SW corner,B-D-F-M-6,-73.994829,40.725958,3.61E+14
1427,Lafayette St & Bleecker St at NW corner,B-D-F-M-6,-73.994759,40.726047,3.61E+14
1428,Lafayette St & Spring St at NW corner,6,-73.997397,40.722468,3.61E+14
1429,Lafayette St & Spring St at SW corner,6,-73.997437,40.72239,3.61E+14
1430,Lafayette St & Canal St at NE corner,J-N-Q-R-Z-6,-74.000138,40.718304,3.61E+14
1431,Lafayette St & Canal St at NE corner,J-N-Q-R-Z-6,-74.000216,40.718358,3.61E+14
1432,Centre St & Reade St at NW corner,J-Z-4-5-6,-74.003864,40.713839,3.61E+14
1433,Centre St & Reade St at NW corner,J-Z-4-5-6,-74.003642,40.713899,3.61E+14
1434,Broadway & John St at SE corner,A-C-J-Z-2-3-4-5,-74.009424,40.710166,3.61E+14
1435,Broadway & John St at NE corner,A-C-J-Z-2-3-4-5,-74.009182,40.710165,3.61E+14
1436,Broadway & Rector St at SE corner,5-Apr,-74.011298,40.708436,3.61E+14
1437,Broadway & Rector St at SW corner,5-Apr,-74.012161,40.707315,3.61E+14
1438,Broadway & Rector St at SW corner,5-Apr,-74.012067,40.707428,3.61E+14
1439,Broadway & Rector St at NW corner,5-Apr,-74.011927,40.707577,3.61E+14
1440,Broadway & Rector St at NW corner,5-Apr,-74.011854,40.707671,3.61E+14
1441,Broadway & Battery Pl at NW corner,5-Apr,-74.014572,40.704825,3.61E+14
1442,Broadway & Battery Pl at NW corner,5-Apr,-74.014454,40.704795,3.61E+14
1443,State & Battery Pl at SW corner,5-Apr,-74.014509,40.704157,3.61E+14
1444,Court St & Joralemon St at SW corner,R-2-3-4-5,-73.991193,40.692489,3.60E+14
1445,White Plains Rd & Pelham Pkwy at NW corner,5-Feb,-73.867718,40.858041,3.60E+14
1446,White Plains Rd & Pelham Pkwy at NE corner,5-Feb,-73.867481,40.858029,3.60E+14
1447,Boston Rd & 174th St at SE corner,5-Feb,-73.88756,40.837241,3.60E+14
1448,Boston Rd & 174th St at NE corner,5-Feb,-73.887287,40.837306,3.60E+14
1449,Southern Blvd & Freeman St at SE corner,5-Feb,-73.891486,40.830074,3.60E+14
1450,Southern Blvd & Freeman St at NE corner,5-Feb,-73.891482,40.830177,3.60E+14
1451,Westchester Ave & Simpson St at SW corner,5-Feb,-73.893197,40.823884,3.60E+14
1452,Westchester Ave & Simpson St at SE corner,5-Feb,-73.892731,40.824118,3.60E+14
1453,,5-Feb,-73.901966,40.819368,3.60E+14
1454,Prospect Ave & Longwood Ave at NE corner,5-Feb,-73.901498,40.819562,3.60E+14
1455,Prospect Ave & Longwood Ave at NE corner,5-Feb,-73.901348,40.819684,3.60E+14
1456,Melrose Ave & 149th St at SW corner,5-Feb,-73.917983,40.815971,3.60E+14
1457,3rd Ave & 149th St at SE corner,5-Feb,-73.917522,40.815881,3.60E+14
1458,Melrose Ave & 149th St at SW corner,5-Feb,-73.918064,40.816033,3.60E+14
1459,3rd Ave & 149th St at SE corner,5-Feb,-73.917759,40.815853,3.60E+14
1460,Lenox Ave & 135th St at SE corner,3-Feb,-73.940831,40.813896,3.61E+14
1461,Lenox Ave & 135th St at NE corner,3-Feb,-73.940618,40.814188,3.61E+14
1462,Lenox Ave & 125th St at SE corner,3-Feb,-73.945463,40.807548,3.61E+14
1463,Lenox Ave & 125th St at NE corner,3-Feb,-73.945229,40.807875,3.61E+14
1464,Lenox Ave & 116th St at SE corner,3-Feb,-73.949651,40.801822,3.61E+14
1465,Lenox Ave & 116th St at NE corner,3-Feb,-73.949437,40.802111,3.61E+14
1466,Lenox Ave & 111th St at NW corner,3-Feb,-73.952058,40.799033,3.61E+14
1467,74th St & Roosevelt Ave at NE corner,E-F-M-R-7,-73.891413,40.747025,3.61E+14
1468,47th St & Queens Blvd at SW corner,7,-73.917936,40.742987,3.61E+14
1469,47th St & Queens Blvd at NW corner,7,-73.917895,40.743134,3.61E+14
1470,34th St & Queens Blvd at SW corner,7,-73.930894,40.744494,3.61E+14
1471,34th St & Queens Blvd at NW corner,7,-73.930865,40.744658,3.61E+14
1472,Vernon Blvd & 50th Ave at SW corner,7,-73.954252,40.742588,3.61E+14
1473,Vernon Blvd & 50th Ave at SW corner,7,-73.954232,40.742654,3.61E+14
1474,Jackson Ave & 50th Ave at NE corner,7,-73.952482,40.742496,3.61E+14
1475,Jackson Ave & 50th Ave at NW corner,7,-73.95285,40.742593,3.61E+14
1476,3rd Ave & 42nd St at SW corner,GS-4-5-6-7,-73.975078,40.750851,3.61E+14
1477,Broadway & 43rd St at SW corner,A-C-E-N-Q-R-GS-1-2-3-7,-73.986311,40.756476,3.61E+14
1478,Madison Ave & 42nd St at NE corner,GS-4-5-6-7,-73.978917,40.75283,3.61E+14
1479,Vanderbilt Ave & 42nd St at SE corner,GS-4-5-6-7,-73.978396,40.752218,3.61E+14
1480,Vanderbilt Ave & 42nd St at SE corner,GS-4-5-6-7,-73.97828,40.752279,3.61E+14
1481,Vanderbilt Ave & 42nd St at NW corner,GS-4-5-6-7,-73.978487,40.752717,3.61E+14
1482,Park Ave & 42nd St at SW corner,GS-4-5-6-7,-73.978048,40.752184,3.61E+14
1483,4th Ave & 15th St at SW corner,L-N-Q-R-4-5-6,-73.990265,40.735311,3.61E+14
1484,Broadway & Waverly Pl at NW corner,N-R,-73.993262,40.729778,3.61E+14
1485,New Utrecht Ave & Bay Ridge Ave at SE corner,D,-73.99855,40.62036,3.60E+14
1486,New Utrecht Ave & 77th St at NE corner,D,-74.000378,40.614018,3.60E+14
1487,Lorimer St & Broadway at NW corner,J-M,-73.946536,40.703454,3.60E+14
1488,Lorimer St & Broadway at SW corner,J-M,-73.946613,40.703321,3.60E+14
1489,Bogart St & Harrison Pl at NW corner,L,-73.933633,40.706073,3.60E+14
1490,Jefferson St & Wyckoff Ave at NW corner,L,-73.923725,40.707229,3.60E+14
1491,Jefferson St & Wyckoff Ave at SW corner,L,-73.923877,40.707071,3.60E+14
1492,Stanhope St & Wycoff Ave at SE corner,L,-73.91772,40.703248,3.60E+14
1493,Stanhope St & Wycoff Ave at SW corner,L,-73.917957,40.703353,3.60E+14
1494,Norman St & Wycoff Ave at NE corner,L,-73.903065,40.695186,3.61E+14
1495,Covert St & Wycoff Ave at NW corner,L,-73.903764,40.695201,3.61E+14
1496,8th Ave & 51st St at NE corner,C-E,-73.985412,40.7629,3.61E+14
1497,8th Ave & 43rd St at SW corner,A-C-E-N-Q-R-S-1-2-3-7,-73.989547,40.757929,3.61E+14
1498,8th Ave & 42nd St at NW corner,A-C-E-N-Q-R-S-1-2-3-7,-73.989984,40.757463,3.61E+14
1499,8th Ave & 15th St at NE corner,A-C-E-L,-74.00175,40.74041,3.61E+14
1500,8th Ave & 15th St at NW corner,A-C-E-L,-74.002185,40.740598,3.61E+14
1501,8th Ave & 14th St at NE corner,A-C-E-L,-74.002256,40.739776,3.61E+14
1502,Jay St & Fulton St at NE corner,A-C-F-R,-73.987208,40.691559,3.60E+14
1503,Jay St & Fulton St at NW corner,A-C-F-R,-73.987461,40.6917,3.60E+14
1504,William St & John St at NE corner,A-C-J-Z-2-3-4-5,-74.006999,40.70863,3.61E+14
1505,William St & Fulton St at SE corner,A-C-J-Z-2-3-4-5,-74.006664,40.7092,3.61E+14
1506,William St & Fulton St at SE corner,A-C-J-Z-2-3-4-5,-74.006814,40.709046,3.61E+14
1507,5th-6th Aves & 42nd St at S corner,B-D-F-M-7,-73.982871,40.754175,3.61E+14
1508,5th-6th Aves & 42nd St at S corner,B-D-F-M-7,-73.982984,40.754213,3.61E+14
1509,Madison Ave & 42nd St at SW corner,GS-4-5-6-7,-73.979798,40.752846,3.61E+14
1510,Madison Ave & 42nd St at NW corner,GS-4-5-6-7,-73.979537,40.753087,3.61E+14
1511,,R-1,-74.013479,40.701313,3.61E+14
1512,15th St & Avenue H at SE corner (exit only),B-Q,-73.961882,40.629884,3.60E+14
1513,New Utrecht Ave & Bay Ridge Ave at SW corner (exit only),D,-73.998764,40.620379,3.60E+14
1514,New Utrecht Ave & 77th St at NW corner (exit only),D,-74.000585,40.614054,3.60E+14
1515,123rd St & Jamaica Ave at SE corner (exit only),J-Z,-73.827239,40.700596,3.61E+14
1516,Church St & Warren St at SE corner (exit only),A-C-E-2-3,-74.008357,40.7142,3.61E+14
1517,Clinton Ave & Fulton Ave at SE corner (exit only),C,-73.966741,40.683317,3.60E+14
1518,Rockaway Ave & Fulton St at SE corner (exit only),A-C,-73.910661,40.678017,3.60E+14
1519,Rockaway Ave & Fulton St at SW corner (exit only),A-C,-73.910875,40.678142,3.60E+14
1520,Grand Concourse & McClellan St at SE corner (exit only),B-D,-73.918822,40.832912,3.60E+14
1521,McDonald Ave & Avenue J at NW corner (exit only),F,-73.976049,40.624263,3.60E+14
1522,McDonald Ave & Gravesend Neck Rd at SW corner (exit only),F,-73.973623,40.595053,3.60E+14
1523,63rd Rd & Queens Blvd at NE corner (exit only),M-R,-73.862373,40.730417,3.61E+14
1524,Broadway & 238th St at SE corner (exit only),1,-73.900439,40.885226,3.60E+14
1525,10th Ave & 215th St at NE corner (exit only),1,-73.914954,40.869729,3.61E+14
1526,Broadway & 168th St at SE corner (exit only),A-C-1,-73.93972,40.840717,3.61E+14
1527,Broadway & 104th St at SE corner (exit only),1,-73.968091,40.799584,3.61E+14
1528,7th Ave & 13th St at NE corner (exit only),F-L-M-1-2-3,-73.99993,40.737846,3.61E+14
1529,Greenwich St & Rector St at NW corner (exit only),1,-74.013582,40.708191,3.61E+14
1530,Nostrand Ave & Avenue D at SW corner (exit only),5-Feb,-73.948597,40.640743,3.60E+14
1531,Park Ave & 42nd St at SE corner (exit only),GS-4-5-6-7,-73.977197,40.751721,3.61E+14
1532,Lenox Ave & 145th St at SE corner (exit only),3,-73.936253,40.820161,3.61E+14
1533,Lenox Ave & 145th St at NE corner (exit only),3,-73.935933,40.820602,3.61E+14
1534,Baychester Ave & Tillotson Ave at NW corner (exit only),5,-73.837858,40.87933,3.60E+14
1535,,5,-73.845724,40.870039,3.60E+14
1536,Jackson Ave & 50th Ave at SE corner (exit only),7,-73.952723,40.742351,3.61E+14
1537,Jackson Ave & 50th Ave at SW corner (exit only),7,-73.953156,40.742432,3.61E+14
1538,,A,-73.834589,40.672208,3.61E+14
1539,Broadway & Canal St at NE corner,J-N-Q-R-Z-6,-74.001606,40.719498,3.61E+14
1540,Broadway & Canal St at SE corner,J-N-Q-R-Z-6,-74.00185,40.719218,3.61E+14
1541,Broadway & Canal St at SE corner,J-N-Q-R-Z-6,-74.001774,40.719166,3.61E+14
1542,,B-Q,-73.957352,40.608319,3.60E+14
